_id,conversation_number,source_object_id,classification.categorization,classification.intent,classification.topic,classification.sentiment,messages,tweets[0].tweet_id,tweets[1].tweet_id,tweets[2].tweet_id,tweets[3].tweet_id,tweets[4].tweet_id,tweets[5].tweet_id,tweets[6].tweet_id,tweets[7].tweet_id,tweets[0].author_id,tweets[1].author_id,tweets[2].author_id,tweets[3].author_id,tweets[4].author_id,tweets[5].author_id,tweets[6].author_id,tweets[7].author_id,tweets[0].role,tweets[1].role,tweets[2].role,tweets[3].role,tweets[4].role,tweets[5].role,tweets[6].role,tweets[7].role,tweets[0].inbound,tweets[1].inbound,tweets[2].inbound,tweets[3].inbound,tweets[4].inbound,tweets[5].inbound,tweets[6].inbound,tweets[7].inbound,tweets[0].created_at,tweets[1].created_at,tweets[2].created_at,tweets[3].created_at,tweets[4].created_at,tweets[5].created_at,tweets[6].created_at,tweets[7].created_at,tweets[0].created_time,tweets[1].created_time,tweets[2].created_time,tweets[3].created_time,tweets[4].created_time,tweets[5].created_time,tweets[6].created_time,tweets[7].created_time,tweets[0].text,tweets[1].text,tweets[2].text,tweets[3].text,tweets[4].text,tweets[5].text,tweets[6].text,tweets[7].text,processed_at,processing_metadata.batch_job_id,processing_metadata.processing_attempts,customer
68d83d6fb83a2762d690c666,3951,68d7e235c8d40404f3538814,Technical Support regarding Travel/Transportation,Technical Support,Travel/Transportation,Negative,,497849,497848,,,,,,,233827,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,18:28:54,18:37:51,,,,,,,"Pretty disappointed w @Delta right now. Nice people on the phone, but no way to help me to swap a rewards ticket with another fare I paid for so I can earn MQMs. C’mon guys. This is an easy - and fair - request.","@233827 Hello, Matthew! How may I help you? Please DM your confirmation# and I will try to help. *TCC",,,,,,,2025-09-27T19:39:27.931Z,job_20250927_192832,2,Delta
68d83d81b83a2762d690c667,4120,68d7e235c8d40404f3538815,Feedback regarding General,Feedback,General,Positive,,516796,516795,,,,,,,239128,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-11-27,2024-12-02,,,,,,,18:33:33,01:20:45,,,,,,,"Our precious Sugar Bee was awarded a good behavior pin from the flight crew on the NYC shuttle! Thanks for the good help and smooth flight, @Delta. https://t.co/pKtAvkO2LH","@239128 That is too cute, thank you for sharing. Have a great weekend. 😊 *TBT",,,,,,,2025-09-27T19:39:45.646Z,job_20250927_192832,2,Delta
68d83d9ab83a2762d690c668,3668,68d7e235c8d40404f3538816,Technical Support regarding Travel,Technical Support,Travel,Positive,,459172,459170,459171,459173,,,,,224060,Delta,224060,Delta,,,,,Customer,Service Provider,Customer,Service Provider,,,,,true,false,true,false,,,,,2024-12-01,2024-12-01,2024-12-01,2024-12-01,,,,,01:04:27,01:06:30,05:37:55,05:40:02,,,,,Hope the pilot on my @Delta flight 1322 keeps us updated on the #SEAvHOU match since I will be flying home (SEA) during it. #BadTiming,"@224060 Oh no, reach out. When you need us just tweet us, we'll see what we can do. 😊 *TBT",@Delta Thanks! The gogo in flight worked and we landed early so I can catch the end. Terrific as usual!,"@224060 Awesome, Jennifer! *ABN",,,,,2025-09-27T19:40:10.127Z,job_20250927_192832,2,Delta
68d83dafb83a2762d690c669,4400,68d7e235c8d40404f3538817,Technical Support regarding Product Info,Technical Support,Product Info,Neutral,,560064,560063,,,,,,,250981,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,21:54:25,22:12:13,,,,,,,@Delta what dowa this error code mean? I am buying an upgrade on the app. https://t.co/NyaaIf0CtA,"@250981 Joel, I am sorry for this inconvenience. We have our Online Customer Support Desk to help with navigational assistance. Please reach out to them by calling this number: 1-888-750-3284. *AFM",,,,,,,2025-09-27T19:40:31.172Z,job_20250927_192832,2,Delta
68d83dbeb83a2762d690c66a,3998,68d7e235c8d40404f3538818,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,504437,504438,,,,,,,235627,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,20:45:29,21:11:56,,,,,,,Worst experience with @AmericanAir. @Delta...I will never take a chance on another airline again. #deltawins,@235627 We look forward to having you on board.  *AFC,,,,,,,2025-09-27T19:40:46.709Z,job_20250927_192832,2,Delta
68d83dddb83a2762d690c66b,4274,68d7e235c8d40404f3538819,Product Inquiry regarding Travel/Aviation,Product Inquiry,Travel/Aviation,Neutral,,539241,539239,539240,,,,,,245039,JetBlue,245039,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-02,2024-12-02,2024-12-02,,,,,,14:25:51,14:28:15,15:43:08,,,,,,Can someone at @JetBlue explain why I am charged $75 when I change my flight reservation?  Or @Delta explain the $200 fee? What does it cost you when I go on line and change the itinerary?,"@245039 @Delta Great question! When we hold a seat that’s purchased and someone decides to change or cancel, there’s a much smaller likelihood that we’ll sell that ticket again, so that seat may fly empty and we’d lose the revenue. Change/cancel fees protect us against that.",@JetBlue @Delta Well on MLK day I switched from a highly desired itinerary to an undesired itinerary. The new flight is practically empty. So I guess you’ll end up ahead on that one.,,,,,,2025-09-27T19:41:17.030Z,job_20250927_192832,2,Delta
68d83df0b83a2762d690c66c,4039,68d7e235c8d40404f353881a,Complaint regarding Technical,Complaint,Technical,Negative,,510615,510614,,,,,,,237320,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,22:35:07,22:56:03,,,,,,,Had an issue with a rule that I wanted explained.  Gate agents couldn’t. I was promised a Red Coat in the Sky Club.  Never showed up. I expect better from @Delta.  Reminded me of the old Northwest days,"@237320 Oh no, I'm very sorry Rich. Is there something I can try and answer for you? *TBT",,,,,,,2025-09-27T19:41:36.055Z,job_20250927_192832,2,Delta
68d83e1cb83a2762d690c66d,3944,68d7e235c8d40404f353881b,Feedback regarding Customer Service,Feedback,Customer Service,Positive,,497823,497822,497820,497821,,,,,233818,233818,Delta,233818,,,,,Customer,Customer,Service Provider,Customer,,,,,true,true,false,true,,,,,2024-12-01,2024-12-01,2024-12-01,2024-12-01,,,,,18:34:57,18:43:44,18:53:36,21:21:08,,,,,@Delta Created Twitter account to thank David Held JFK-T2 for exceptional service! Literally ran to help us make flight. Missed flight but he stuck with us to help get other flight/hotel/snacks all during his lunch. Cracked his phone as he ran to help. A+ Employee #AboveAndBeyond https://t.co/XlBH8JZksR,"@Delta Again I want to emphasize how great David was. We were not happy to miss flight by literally 30 seconds after 20 hrs of travel. He turned a very frustrating situation into as good of an experience as it could have been. Even enjoyable. So kind/helpful/selfless. Thanks, David!","@233818 Hello, Dallin! Looks like he earned his wings today! Please DM your confirmation# and I will forward this to his Supervisor.   *TCC",@Delta Only got twitter to thank David so don't know how to DM. Original flight was Delta 439 leaving on Nov 29 at 7:30 pm from JFK to SLC at gate C66. Rare to find such stellar service. We hope he is recognized. Felt so bad he cracked phone running to help. Very positive/proactive guy.,,,,,2025-09-27T19:42:20.189Z,job_20250927_192832,2,Delta
68d83e2cb83a2762d690c66e,4156,68d7e235c8d40404f353881c,Other regarding General,Other,General,Positive,,519963,519962,,,,,,,240006,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,02:39:29,02:41:21,,,,,,,"#AlyRaisman is on my @Delta flight to Tampa. We’re flying with U.S. royalty, yo. 👸 #olympicgoldmedalist 🥇#delta ✈️",@240006 Awesome Sue. Have a great flight! *TKR,,,,,,,2025-09-27T19:42:36.846Z,job_20250927_192832,2,Delta
68d83e3cb83a2762d690c66f,4448,68d7e235c8d40404f353881d,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,565463,565462,,,,,,,252520,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,00:40:13,00:45:42,,,,,,,@Delta not good! 😡😡😡 at FLL from ATL.... https://t.co/ge6LGUplTi,@252520 ...international travel. *ABN 2/2,,,,,,,2025-09-27T19:42:52.271Z,job_20250927_192832,2,Delta
68d83e5bb83a2762d690c670,3876,68d7e235c8d40404f353881e,Technical Support regarding Travel Experience,Technical Support,Travel Experience,Negative,,490835,490834,490833,490832,,,,,231926,Delta,231926,Delta,,,,,Customer,Service Provider,Customer,Service Provider,,,,,true,false,true,false,,,,,2024-12-01,2024-12-01,2024-12-01,2024-12-01,,,,,16:42:00,16:46:35,16:48:06,16:49:19,,,,,@Delta just boarded a plane in FC to find a nasty pillow. Can’t do any better that this? #gross https://t.co/FHatpZEsMG,@231926 Please accept our sincere apology. You can reach out to the FA for a replacement pillow if you need one.  *ALS,@Delta A clean pillow should be provided in FC without asking. #payattentiontodetails #badcustomerservice,"@231926 Oh no, Julie. That's not what we want to hear. Have you reach out to any of our In-Flight crew regarding this issue for immediate assistance.  *AOS",,,,,2025-09-27T19:43:23.095Z,job_20250927_192832,2,Delta
68d83e6cb83a2762d690c671,4090,68d7e235c8d40404f353881f,Other regarding General,Other,General,Positive,,514163,514161,514162,,,,,,238376,Delta,238377,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-01,2024-12-02,2024-12-02,,,,,,23:46:55,00:25:06,00:50:21,,,,,,Long week and final leg of trip headed  home ty @Delta the ahh feeling when they call your name for upgrade 🍷 https://t.co/RnZXVmKMxj,"@238376 Happy travels, Rick! *HCA",@Delta @238376 safe travels pard,,,,,,2025-09-27T19:43:40.390Z,job_20250927_192832,2,Delta
68d83e7bb83a2762d690c672,4726,68d7e235c8d40404f3538820,Feedback regarding General,Feedback,General,Positive,,603643,603642,,,,,,,183666,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,22:32:22,22:46:08,,,,,,,Classic take off of @delta 1317 after visiting with my consigliere @211 @213 https://t.co/q2ZjHnFQSg,@183666 Thank you for flying Delta! *AFC,,,,,,,2025-09-27T19:43:55.240Z,job_20250927_192832,2,Delta
68d83e99b83a2762d690c673,4108,68d7e235c8d40404f3538821,Technical Support regarding Travel/Flight,Technical Support,Travel/Flight,Negative,,515498,515496,515497,515499,515500,,,,238751,Delta,238751,Delta,238751,,,,Customer,Service Provider,Customer,Service Provider,Customer,,,,true,false,true,false,true,,,,2024-12-02,2024-12-02,2024-12-02,2024-12-02,2024-12-02,,,,00:47:14,00:51:11,03:41:48,03:44:19,04:12:01,,,,"Hey @Delta, your fancy new overhead bins make it very hard for vertically challenged folks to put up their own bags. Just saying.","@238751 Hey Ashley, I'm very sorry for any inconvenience. If you need any assistance, please reach out to our Flight Crew they will be glad to help.  *TBT",@Delta Thanks but they don’t actually help you as they don’t want to injure themselves.,"@238751 Ashley, that's why they are there. To assist you. *ACJ","@Delta Uhm, in all my years of flying, flight crew has never offered to help me out my bag in an overhead bin. I appreciate that you’re responding but it’s really not addressing the issue.",,,,2025-09-27T19:44:25.900Z,job_20250927_192832,2,Delta
68d83eadb83a2762d690c674,3690,68d7e235c8d40404f3538822,Account/Billing regarding General,Account/Billing,General,Neutral,,461703,461702,,,,,,,224687,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,02:11:34,02:19:36,,,,,,,@Delta how do I figure out if I have a skymiles number already?,"@224687 Hi, Gayane! Thanks for reaching out. If you can please DM us here with the full name as it should appear on the account, I'd be happy to assist you. 😃 *TJN https://t.co/6iDGBJAc2m",,,,,,,2025-09-27T19:44:45.235Z,job_20250927_192832,2,Delta
68d83ec2b83a2762d690c675,4204,68d7e235c8d40404f3538823,Technical Support regarding Travel,Technical Support,Travel,Positive,,528390,528389,,,,,,,242341,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,08:44:20,08:47:33,,,,,,,.@delta please hold the door open in Paris for flight DL35 from CDG to SEA. Passport control is backed up. We're here &amp; want to get home to see these guys! https://t.co/gDYPhZLdYs,"@242341 If you need any assistance, please follow/DM your confirmation number. *AMV https://t.co/6iDGBJRMTU",,,,,,,2025-09-27T19:45:06.577Z,job_20250927_192832,2,Delta
68d83edbb83a2762d690c676,3900,68d7e235c8d40404f3538824,Feedback regarding Customer Service,Feedback,Customer Service,Positive,,492532,492531,,,,,,,232406,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,17:02:07,17:10:10,,,,,,,"@Delta Hi, one of your staff working the gate for for the noon flight from ATL-SEA, Earl, working the gate was simply awesome.  He helped me out tremendously with some seat switching, needed due to a medical condition. Thank you! He is a gem.","@232406 Hi. So very overjoyed to learn of your interaction with Earl, and that he'd made your seating switch and overall experience all the better. We'll relay this information along to his leadership team at once. Thank you! *ADB",,,,,,,2025-09-27T19:45:31.820Z,job_20250927_192832,2,Delta
68d83eefb83a2762d690c677,4625,68d7e235c8d40404f3538825,Technical Support regarding Travel/Booking,Technical Support,Travel/Booking,Neutral,,594120,594118,594119,,,,,,260726,Delta,Delta,,,,,,Customer,Service Provider,Service Provider,,,,,,true,false,false,,,,,,2024-12-03,2024-12-03,2024-12-03,,,,,,18:20:33,18:24:47,18:36:51,,,,,,@Delta can you help me with a same day travel change. DM sent thanks!,@260726 Certainly. Let me take a look.  *AMR,"@260726 The 159pm flight show availability. However, but the SDC has to be done at the airport. You are already Standby listed for that flight.  *AMR",,,,,,2025-09-27T19:45:51.106Z,job_20250927_192832,2,Delta
68d83f00b83a2762d690c678,4176,68d7e235c8d40404f3538826,Technical Support regarding General,Technical Support,General,Negative,,522772,522771,,,,,,,240758,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,04:04:32,04:08:23,,,,,,,Why hasn't @Delta added the call back feature to their services? This 2 hour wait on hold is ridiculous.,@240758 Hi Kerrie. I am so sorry for the long hold time. Please share your confirmation code or ticket number to better assist.  *TKR,,,,,,,2025-09-27T19:46:08.712Z,job_20250927_192832,2,Delta
68d83f16b83a2762d690c679,3871,68d7e235c8d40404f3538827,Technical Support regarding Travel/Flight,Technical Support,Travel/Flight,Negative,,488956,488955,,,,,,,139911,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,15:42:22,16:03:42,,,,,,,@Delta why is this old plane still even in your fleet? Tray table is broken. Guy behind me has to POUND on his screen to get it to work. And this is JFK - LAX 😡😡 https://t.co/mkQTCtrZ3y,@139911 My apologies for the experience Jess! Have you spoken with the crew about the tray table and if so what did they say? *HKM,,,,,,,2025-09-27T19:46:30.715Z,job_20250927_192832,2,Delta
68d83f2db83a2762d690c67a,4542,68d7e235c8d40404f3538828,Feedback regarding Travel/Flight,Feedback,Travel/Flight,Positive,,579530,579528,579529,,,,,,256482,Delta,256482,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-03,2024-12-03,2024-12-03,,,,,,10:50:29,11:03:18,18:38:37,,,,,,When @delta charges you $100 for an overweight bag because you packed a case of 🍾 but your entire fare for your BOS 🛫HNL trip is now only $200 &amp; they hooked you up with a window seat https://t.co/MEa7WFxDKE,@256482 That sounds like a really good deal! *TBW,@Delta it is! thank you! 🌈🛫,,,,,,2025-09-27T19:46:53.671Z,job_20250927_192832,2,Delta
68d83f41b83a2762d690c67b,3986,68d7e235c8d40404f3538829,Feedback regarding General,Feedback,General,Positive,,504387,504386,,,,,,,235607,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,20:05:10,20:46:39,,,,,,,Nothing better than traveling with the best airline in the sky- amazing first class experience with an amazing crew- the best in the sky @Delta @824 #deltaproud https://t.co/NeKN7CCUYj,@235607 Hi Peter. We truly appreciate your kind words. Thank you for flying with us today. Have a great flight! 😊 *TKR,,,,,,,2025-09-27T19:47:13.277Z,job_20250927_192832,2,Delta
68d83f51b83a2762d690c67c,3769,68d7e235c8d40404f353882a,Feedback regarding General,Feedback,General,Positive,,476592,476591,,,,,,,228262,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,10:30:31,11:18:29,,,,,,,"@Delta Excellent service all round by your team, great flight back into Edinburgh https://t.co/w4FqBsQZz3","@228262 We're excited to hear you're enjoying the #DeltaDifference, Stephen! Happy travels.✈ *ASK",,,,,,,2025-09-27T19:47:29.367Z,job_20250927_192832,2,Delta
68d83f68b83a2762d690c67d,3747,68d7e235c8d40404f353882b,Technical Support regarding General,Technical Support,General,Negative,,470305,470303,470304,470306,470308,,,,226974,Delta,226974,Delta,226974,,,,Customer,Service Provider,Customer,Service Provider,Customer,,,,true,false,true,false,true,,,,2024-12-01,2024-12-01,2024-12-01,2024-12-01,2024-12-01,,,,02:01:00,07:47:12,13:25:31,13:26:47,13:28:07,,,,@Delta Are you not doing Sky Priority boarding lanes at ATL gates anymore?,"@226974 Hi Justin. Yes, we are still boarding Sky Priority in our Atlanta airport. My apologies for the delayed response.  *HSD",@Delta That wasn’t my question - I was asking about the *lane*. Seems to be gone.,@226974 That will have to be address by airport personnel.  *ALS,@Delta Seriously? That’s your answer? You’re usually better than this.,,,,2025-09-27T19:47:52.483Z,job_20250927_192832,2,Delta
68d83f82b83a2762d690c67e,3777,68d7e235c8d40404f353882c,Technical Support regarding Travel/Flight,Technical Support,Travel/Flight,Negative,,477204,477202,477203,,,,,,228406,Delta,228406,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-01,2024-12-01,2024-12-01,,,,,,10:50:38,11:32:58,13:47:25,,,,,,"@Delta I fly to Montreal for work almost every month and my return flight has never left on time. I mean it, never. Is mainline going to take over this route when the EXJ contract ends?","@228406 I do apologize for the poor flight performance out of Montreal. It is not likely Delta Mainline will take that routing over, as that routing is likely better suited to regional jets. We will do what we can, however, to improve the on-time performance. *ASK",@Delta Many thanks for the reply to my vent. Hopefully Endeavor handles this leg!,,,,,,2025-09-27T19:48:18.738Z,job_20250927_192832,2,Delta
68d83f96b83a2762d690c67f,4550,68d7e235c8d40404f353882d,Feedback regarding General,Feedback,General,Positive,,582316,582315,,,,,,,257269,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,13:12:35,13:17:17,,,,,,,Thanks to @Delta employee for getting me off the standby list and assigning me a seat!,"@257269 On behalf of *TMA, you are most welcome. Just an FYI, with a Basic Economy ticket, when you see yourself on ""Stand-by"", it refers only to the seat assignment. You are confirmed for the flight. It just means you're waiting for a seat assignment. *TAC",,,,,,,2025-09-27T19:48:38.701Z,job_20250927_192832,2,Delta
68d83fadb83a2762d690c680,3786,68d7e235c8d40404f353882e,Technical Support regarding Flight Issues,Technical Support,Flight Issues,Neutral,,478214,478212,478210,478211,478213,,,,228619,228619,Delta,228619,228619,,,,Customer,Customer,Service Provider,Customer,Customer,,,,true,true,false,true,true,,,,2024-12-01,2024-12-01,2024-12-01,2024-12-01,2024-12-01,,,,11:54:58,12:14:40,12:21:02,12:23:02,12:28:55,,,,@Delta going to miss my connection from DET to PHX  to plane malfunction in RIC. is there a direct flight out??,@Delta Due to**,"@228619 I'm very sorry to hear about your disrupted travel, Gargee. Let's see what our options are. Would you mind sharing your confirmation number? *ASK","@Delta DMing now, thanks!","@Delta Gate attendant was efficient &amp; helpful too, thanks @Delta !",,,,2025-09-27T19:49:01.583Z,job_20250927_192832,2,Delta
68d83fbdb83a2762d690c681,3927,68d7e235c8d40404f353882f,Technical Support regarding Travel,Technical Support,Travel,Negative,,496207,496206,,,,,,,232871,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,18:18:09,18:19:24,,,,,,,50 mins on the runway @124202 awaited takeoff. After a 2 hour flight delay. What’s going on @delta????,@232871 @124202 Air Traffic Control delays today Stephanie. I'm sorry for your inconvenience.  *HNW,,,,,,,2025-09-27T19:49:17.770Z,job_20250927_192832,2,Delta
68d83fcdb83a2762d690c682,3656,68d7e235c8d40404f3538830,Product Inquiry regarding Technical,Product Inquiry,Technical,Neutral,,458118,458117,,,,,,,223766,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,00:45:49,00:48:59,,,,,,,@Delta Can you please show the #WASvsDAL game on your flight 74 to Amsterdam. Thank you.,@223766 I wish I could. That will be a great game. Have a great week. *TBT,,,,,,,2025-09-27T19:49:33.810Z,job_20250927_192832,2,Delta
68d83fdfb83a2762d690c683,4111,68d7e235c8d40404f3538831,Feedback regarding General,Feedback,General,Positive,,515512,515511,,,,,,,238755,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,00:31:59,00:39:44,,,,,,,The ATL airport has it going on tonight.  Well done ATL &amp; @Delta.  Reminds me of a friend of mine...@238756 's moves https://t.co/vHUDChmyxF,@238755 Hey Matt. Very nice! Thanks for sharing! Enjoy your flight! 😊 *TKR,,,,,,,2025-09-27T19:49:51.390Z,job_20250927_192832,2,Delta
68d83ff8b83a2762d690c684,4656,68d7e235c8d40404f3538832,Order Status regarding Shipping/Delivery,Order Status,Shipping/Delivery,Neutral,,597403,597402,,,,,,,261640,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,19:47:35,19:51:41,,,,,,,"After @Delta rebooks me, I get put on the @VirginAtlantic flight. I thought it’s delayed, but I should still get to Bangalore in time for my events and that layover should be enough time. Then I get to the airport and the flight attendants tell me we will BOARD at 6:45pm instead.",@261640 Hi Justin. I am so sorry for the delayed flights. Please share your confirmation code or ticket number via this link to learn more. *TKR https://t.co/6iDGBJAc2m,,,,,,,2025-09-27T19:50:16.621Z,job_20250927_192832,2,Delta
68d84012b83a2762d690c685,4337,68d7e235c8d40404f3538833,Feedback regarding General,Feedback,General,Positive,,550070,550069,,,,,,,186483,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,18:35:58,18:48:33,,,,,,,Sent @Delta email at 8pm Friday about a big issue. They call me Saturday morning at 8am and reslove it in 5mins.  Email @248116 week ago about little issue. They forgot about and said it would be 30 days. Who did it better?!  @delta Rocks!!!!,"@186483 Hi. Thanks for the compliment, but we'd rather have heard that we got back to you Friday night. If you ever need anything, #TweetUsIfYouNeedUs. ✈ #HappyHolidays 🎄 *TMA",,,,,,,2025-09-27T19:50:42.056Z,job_20250927_192832,2,Delta
68d8402eb83a2762d690c686,4150,68d7e235c8d40404f3538834,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,519933,519930,519931,519934,,,,,239999,Delta,239999,Delta,,,,,Customer,Service Provider,Customer,Service Provider,,,,,true,false,true,false,,,,,2024-12-02,2024-12-02,2024-12-02,2024-12-02,,,,,02:55:43,02:58:10,03:12:07,03:18:38,,,,,@Delta Very unpleasant flight from PDX to AMS on Nov3017. Husbands video player was broken and it was the hottest flight.  No air.  Miserable!,@239999 Hi there. I am so sorry for any inconvenience this may have caused. We hope you allow us another opportunity to better serve you again in the future. *TKR,@Delta I guess we are looking for more than a “scripted tweet”,"@239999 Hi Caryn, can you DM your confirmation # to the link provided? I will be glad to look into this.  *TBT https://t.co/6iDGBJRMTU",,,,,2025-09-27T19:51:10.038Z,job_20250927_192832,2,Delta
68d8403eb83a2762d690c687,4440,68d7e235c8d40404f3538835,Other regarding General,Other,General,Neutral,,564588,564587,,,,,,,163336,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-03,,,,,,,23:55:56,00:07:55,,,,,,,#WheelsUp #Atlanta &gt; #LosAngeles @Delta A330 ✈️💺🎸😴 @ Hartsfield-Jackson Atlanta International… https://t.co/kaYXEa2bz6,@163336 Happy travels! *HCA,,,,,,,2025-09-27T19:51:26.895Z,job_20250927_192832,2,Delta
68d8404ab83a2762d690c688,3840,68d7e235c8d40404f3538836,Other regarding General,Other,General,Neutral,,484049,484048,,,,,,,230156,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,14:48:07,14:48:40,,,,,,,@delta,"@230156 Good morning, Patricia! Is there something we can help you with? *TJE",,,,,,,2025-09-27T19:51:38.767Z,job_20250927_192832,2,Delta
68d84061b83a2762d690c689,3764,68d7e235c8d40404f3538837,Product Inquiry regarding In-flight Services,Product Inquiry,In-flight Services,Neutral,,474588,474586,474587,,,,,,227947,Delta,227947,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-01,2024-12-01,2024-12-01,,,,,,09:52:43,10:01:19,10:17:27,,,,,,"I need my in-flight coffee @Delta, but I can't do black. Please add nondairy #vegan creamers. ☕️",@227947 When time calls for caffeine (or decaf) you can request freshly brewed Starbucks® coffee — complimentary on every flight. *AMV,@Delta Do you have non-dairy options that aren't just straight black cofffee?,,,,,,2025-09-27T19:52:01.563Z,job_20250927_192832,2,Delta
68d8406eb83a2762d690c68a,3680,68d7e235c8d40404f3538838,Product Inquiry regarding General,Product Inquiry,General,Positive,,460305,460304,,,,,,,224372,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,01:37:11,01:38:50,,,,,,,"I need my in-flight coffee @Delta, but I can't do black. Please add nondairy #vegan creamers. ☕️",@224372 Thank you so much for reaching out to us and making your voice heard. We appreciate your feedback. *AMC,,,,,,,2025-09-27T19:52:14.388Z,job_20250927_192832,2,Delta
68d84080b83a2762d690c68b,3712,68d7e235c8d40404f3538839,Technical Support regarding Travel,Technical Support,Travel,Negative,,464494,464493,,,,,,,225450,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,03:37:56,03:44:07,,,,,,,"Been over 20 minutes waiting for my bags at Boston Logan @Delta, tsk tsk","@225450 I'm sorry the baggage is delayed this evening Andy. I've attached the form to the Bags on Time program, just in case. https://t.co/9qP7jNm0t7  *TLT",,,,,,,2025-09-27T19:52:32.545Z,job_20250927_192832,2,Delta
68d84094b83a2762d690c68c,4435,68d7e235c8d40404f353883a,Feedback regarding General,Feedback,General,Positive,,564578,564577,,,,,,,252256,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,00:23:21,00:24:12,,,,,,,"@Delta going above and beyond, as usual, you're spoiling me. A good start for our @25963 annual meeting #termisam17 looking forward to seeing a lot of friends doing the most awesome science #mskresearch #orthoresearch https://t.co/dO2M8M1OC1",@252256 Anything for you Riccardo! 😉 *TJN,,,,,,,2025-09-27T19:52:52.029Z,job_20250927_192832,2,Delta
68d840a6b83a2762d690c68d,4472,68d7e235c8d40404f353883b,Technical Support regarding Travel,Technical Support,Travel,Neutral,,567243,567242,,,,,,,253043,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,01:21:16,01:28:46,,,,,,,@Delta how come I got upped to Comfort (ty!) and traveling with my wife and she didn’t? Already spent hour on hold earlier and can’t wait 2 hrs now,@253043 I’d be delighted to assist. Please follow and DM your confirmation number.  *AFC https://t.co/6iDGBJAc2m,,,,,,,2025-09-27T19:53:10.809Z,job_20250927_192832,2,Delta
