_id,conversation_number,source_object_id,classification.categorization,classification.intent,classification.topic,classification.sentiment,messages,tweets[0].tweet_id,tweets[1].tweet_id,tweets[2].tweet_id,tweets[3].tweet_id,tweets[4].tweet_id,tweets[5].tweet_id,tweets[6].tweet_id,tweets[7].tweet_id,tweets[8].tweet_id,tweets[9].tweet_id,tweets[10].tweet_id,tweets[11].tweet_id,tweets[12].tweet_id,tweets[13].tweet_id,tweets[14].tweet_id,tweets[15].tweet_id,tweets[16].tweet_id,tweets[17].tweet_id,tweets[18].tweet_id,tweets[19].tweet_id,tweets[0].author_id,tweets[1].author_id,tweets[2].author_id,tweets[3].author_id,tweets[4].author_id,tweets[5].author_id,tweets[6].author_id,tweets[7].author_id,tweets[8].author_id,tweets[9].author_id,tweets[10].author_id,tweets[11].author_id,tweets[12].author_id,tweets[13].author_id,tweets[14].author_id,tweets[15].author_id,tweets[16].author_id,tweets[17].author_id,tweets[18].author_id,tweets[19].author_id,tweets[0].role,tweets[1].role,tweets[2].role,tweets[3].role,tweets[4].role,tweets[5].role,tweets[6].role,tweets[7].role,tweets[8].role,tweets[9].role,tweets[10].role,tweets[11].role,tweets[12].role,tweets[13].role,tweets[14].role,tweets[15].role,tweets[16].role,tweets[17].role,tweets[18].role,tweets[19].role,tweets[0].inbound,tweets[1].inbound,tweets[2].inbound,tweets[3].inbound,tweets[4].inbound,tweets[5].inbound,tweets[6].inbound,tweets[7].inbound,tweets[8].inbound,tweets[9].inbound,tweets[10].inbound,tweets[11].inbound,tweets[12].inbound,tweets[13].inbound,tweets[14].inbound,tweets[15].inbound,tweets[16].inbound,tweets[17].inbound,tweets[18].inbound,tweets[19].inbound,tweets[0].created_at,tweets[1].created_at,tweets[2].created_at,tweets[3].created_at,tweets[4].created_at,tweets[5].created_at,tweets[6].created_at,tweets[7].created_at,tweets[8].created_at,tweets[9].created_at,tweets[10].created_at,tweets[11].created_at,tweets[12].created_at,tweets[13].created_at,tweets[14].created_at,tweets[15].created_at,tweets[16].created_at,tweets[17].created_at,tweets[18].created_at,tweets[19].created_at,tweets[0].text,tweets[1].text,tweets[2].text,tweets[3].text,tweets[4].text,tweets[5].text,tweets[6].text,tweets[7].text,tweets[8].text,tweets[9].text,tweets[10].text,tweets[11].text,tweets[12].text,tweets[13].text,tweets[14].text,tweets[15].text,tweets[16].text,tweets[17].text,tweets[18].text,tweets[19].text,processed_at,processing_metadata.batch_job_id,processing_metadata.processing_attempts
68d6f918c2ff72e0a91e8527,649,68ce563252b33355379dfccd,Technical Support regarding Travel/Flight,Technical Support,Travel/Flight,Negative,,139206,139205,,,,,,,,,,,,,,,,,,,147370,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Fri Nov 24 10:29:37 +0000 2017,Fri Nov 24 11:12:53 +0000 2017,,,,,,,,,,,,,,,,,,,"@Delta been waiting for an agent for close to an hour at George bush international in Houston , why tell us to check in 2 hours before a flight if you won't be available to check us in","@147370 Hello, Nikki! I apologize for the wait. I show that the ticket counter opens at 430AM. The agent should open shortly. *TCC",,,,,,,,,,,,,,,,,,,2025-09-26T20:35:36.828Z,job_20250926_194021,2
68d6f926c2ff72e0a91e8528,650,68ce563252b33355379dfcce,Feedback regarding General,Feedback,General,Positive,,139208,139207,,,,,,,,,,,,,,,,,,,147371,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Fri Nov 24 10:49:25 +0000 2017,Fri Nov 24 11:12:49 +0000 2017,,,,,,,,,,,,,,,,,,,Shoutout to Kathy and Rob for taking care of me on DL2471 BOS-JFK.  You guys rocked! @Delta #deltadifference #thankyou,@147371 Thank you for taking the time to provide your feedback. It is greatly appreciated. *ATJ,,,,,,,,,,,,,,,,,,,2025-09-26T20:35:50.995Z,job_20250926_194021,2
68d6f938c2ff72e0a91e8529,655,68ce563252b33355379dfcd3,Complaint regarding Technical,Complaint,Technical,Negative,,139222,139221,,,,,,,,,,,,,,,,,,,147376,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Fri Nov 24 09:49:40 +0000 2017,Fri Nov 24 10:56:49 +0000 2017,,,,,,,,,,,,,,,,,,,"Delta Delta Delta - again! Ready to roll and can’t get the wheel chip away, need a special crew 🙄😳. A four hour created problem by an employee  when leaving the US and  \nNow on this issue, wow just wow! @delta","@147376 Hello, Holly! I apologize for the delay! Please DM your confirmation# and I will try to assist. *TCC",,,,,,,,,,,,,,,,,,,2025-09-26T20:36:08.060Z,job_20250926_194021,2
68d6f94dc2ff72e0a91e852a,660,68ce563252b33355379dfcd8,Feedback regarding General,Feedback,General,Positive,,141348,141347,141346,141345,,,,,,,,,,,,,,,,,147877,Delta,147877,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Fri Nov 24 12:04:09 +0000 2017,Fri Nov 24 12:04:50 +0000 2017,Fri Nov 24 12:08:45 +0000 2017,Fri Nov 24 12:10:34 +0000 2017,,,,,,,,,,,,,,,,,Off to @122828 and @delta for a few days off the grid in @147878.  Hoping this visit is much better.,"@147877 Thank you for flying with us. Please tweet us, if you need us. Thank you.  *ATJ",@Delta You scored 100% on @139055’s Corporate Equality Index. Wouldn’t fly with anyone else!  https://t.co/e0GD1t48jj,@147877 Thank you! Your loyalty to Delta is greatly appreciated. *TCC,,,,,,,,,,,,,,,,,2025-09-26T20:36:29.255Z,job_20250926_194021,2
68d6f96cc2ff72e0a91e852b,662,68ce563252b33355379dfcda,Technical Support regarding Customer Service,Technical Support,Customer Service,Neutral,,141353,141351,141352,141354,141355,141356,,,,,,,,,,,,,,,147880,Delta,147880,Delta,147880,Delta,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,true,false,true,false,true,false,,,,,,,,,,,,,,,Fri Nov 24 12:02:07 +0000 2017,Fri Nov 24 12:04:46 +0000 2017,Fri Nov 24 12:12:06 +0000 2017,Fri Nov 24 12:14:50 +0000 2017,Fri Nov 24 12:17:07 +0000 2017,Fri Nov 24 12:20:03 +0000 2017,,,,,,,,,,,,,,,@Delta hello do you have a working uk customer services number,"@147880 Hi, Letitia. We certainly do. Here is our United Kingdom Reservations Team phone number: +44 (0)207 660 0767. Have a great rest of your day. Tweet us if you need us.  *AJZ",@Delta Hi that number is not working the line goes dead everytime i select a  option,"@147880 Oh, no. I will forward this concern to our I.T. Team for internal review. Here is a list of alternate phone numbers you may try:  https://t.co/kqomiX8FCI *AJZ",@Delta Thanks.  I have tried several including US numbers but none are working,"@147880 Hmm, quite strange. However, we are up and running. If further assistance is needed, please let us know.  *AJZ",,,,,,,,,,,,,,,2025-09-26T20:37:00.036Z,job_20250926_194021,2
68d6f979c2ff72e0a91e852c,666,68ce563252b33355379dfcde,Order Status regarding Travel,Order Status,Travel,Neutral,,142285,142284,,,,,,,,,,,,,,,,,,,148103,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Fri Nov 24 12:38:03 +0000 2017,Fri Nov 24 12:40:57 +0000 2017,,,,,,,,,,,,,,,,,,,"Hey @Delta , if you want to delay my flight until tomorrow night, i wouldn’t be mad",@148103 Please follow/DM your confirmation number so that I may look into this further. Thank you. *ATJ,,,,,,,,,,,,,,,,,,,2025-09-26T20:37:13.451Z,job_20250926_194021,2
68d6f988c2ff72e0a91e852d,667,68ce563252b33355379dfcdf,Order Status regarding Shipping/Delivery,Order Status,Shipping/Delivery,Negative,,142287,142286,,,,,,,,,,,,,,,,,,,143986,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Fri Nov 24 12:29:04 +0000 2017,Fri Nov 24 12:31:27 +0000 2017,,,,,,,,,,,,,,,,,,,"2am. Finally on the ground, 11 hours late.  Happy Thanksgiving @delta","@143986 I'm sorry to hear about your delayed travel. Any travel disruption is regrettable. If further assistance is needed, please let us know.  *AJZ",,,,,,,,,,,,,,,,,,,2025-09-26T20:37:28.887Z,job_20250926_194021,2
68d6f99bc2ff72e0a91e852e,672,68ce563252b33355379dfce4,Account/Billing regarding Technical,Account/Billing,Technical,Neutral,,143161,143160,,,,,,,,,,,,,,,,,,,148335,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Fri Nov 24 13:05:25 +0000 2017,Fri Nov 24 13:08:37 +0000 2017,,,,,,,,,,,,,,,,,,,"@Delta My SkyMiles Express card doesn’t seem to be linked to my delta account, and I never received the promotional miles (50k when I signed up). Help?","@148335 Hi, Ethan. I will be happy to take a look. Please share the SkyMiles Account Number that is listed on the bottom part of your credit card on the front via DM.  *AJZ https://t.co/6iDGBJAc2m",,,,,,,,,,,,,,,,,,,2025-09-26T20:37:47.516Z,job_20250926_194021,2
68d6f9b2c2ff72e0a91e852f,674,68ce563252b33355379dfce6,Technical Support regarding Travel,Technical Support,Travel,Neutral,,143170,143169,,,,,,,,,,,,,,,,,,,148337,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Fri Nov 24 12:56:46 +0000 2017,Fri Nov 24 13:06:24 +0000 2017,,,,,,,,,,,,,,,,,,,I'm on a @Delta flight and we're sitting on the runway for 30 more minutes. I tried to put my seat back and this guy behind me literally *kicks* and pushes so hard I can't. https://t.co/YCHL4J2g0K,"@148337 Hi. Please alert a Flight Attendant, and inform them that your seat won't go back. They will be able to assist with the reason why. Thanks. *TMA",,,,,,,,,,,,,,,,,,,2025-09-26T20:38:10.468Z,job_20250926_194021,2
68d6f9c3c2ff72e0a91e8530,344,68ce563252b33355379dfb9c,Complaint regarding Travel,Complaint,Travel,Negative,,79588,79587,,,,,,,,,,,,,,,,,,,133662,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 12:41:45 +0000 2017,Thu Nov 30 12:44:30 +0000 2017,,,,,,,,,,,,,,,,,,,. @Delta  you just stole from me! Reassigned from me premium seat without refund! I demand my refund!,@133662 Hi Eric! Can you please DM me your confirmation number? I will be happy to see how I can help.  *TMC https://t.co/6iDGBJAc2m,,,,,,,,,,,,,,,,,,,2025-09-26T20:38:27.549Z,job_20250926_194021,2
68d6f9d5c2ff72e0a91e8531,348,68ce563252b33355379dfba0,Technical Support regarding General,Technical Support,General,Neutral,,81037,81036,81035,,,,,,,,,,,,,,,,,,133990,133990,Delta,,,,,,,,,,,,,,,,,,Customer,Customer,Service Provider,,,,,,,,,,,,,,,,,,true,true,false,,,,,,,,,,,,,,,,,,Wed Nov 29 21:31:40 +0000 2017,Thu Nov 30 13:11:30 +0000 2017,Thu Nov 30 13:13:31 +0000 2017,,,,,,,,,,,,,,,,,,A guy got kicked off my flight yesterday 4 being drunk. Which was shitty. He was subsequently let back on. Which was un-shitty. @Delta- your net shittiness is in the negative (it’s inversely related to satisfaction) and I commend you for that. #flight #DeltaTwitter #drunkguy,@Delta Thanks for your reply.,@133990 Our pleasure. *ALY,,,,,,,,,,,,,,,,,,2025-09-26T20:38:45.785Z,job_20250926_194021,2
68d6f9e6c2ff72e0a91e8532,353,68ce563252b33355379dfba5,Technical Support regarding Travel/Flight,Technical Support,Travel/Flight,Positive,,83829,83827,83828,83830,,,,,,,,,,,,,,,,,134419,Delta,134419,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Thu Nov 30 13:47:27 +0000 2017,Thu Nov 30 13:55:46 +0000 2017,Thu Nov 30 14:21:50 +0000 2017,Thu Nov 30 14:22:19 +0000 2017,,,,,,,,,,,,,,,,,@delta could I please get some help@checking in for my BE fight?,@134419 Your all set go ahead and check in. *AMS,@Delta Thanks so much!,@134419 You are very welcome! *AMS,,,,,,,,,,,,,,,,,2025-09-26T20:39:02.319Z,job_20250926_194021,2
68d6f9fbc2ff72e0a91e8533,361,68ce563252b33355379dfbad,Order Status regarding Travel/Flights,Order Status,Travel/Flights,Neutral,,86471,86469,86470,86472,,,,,,,,,,,,,,,,,134888,Delta,134888,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Thu Nov 30 14:23:41 +0000 2017,Thu Nov 30 14:26:37 +0000 2017,Thu Nov 30 14:36:27 +0000 2017,Thu Nov 30 14:38:04 +0000 2017,,,,,,,,,,,,,,,,,"@Delta I booked a roundtrip flight. If I miss my outbound, can I still take my return flight?","@134888 Of course, any change is subject to fare difference as well as any applicable change fees. *ASK","@Delta If I cancel my flight, will I get a refund in time to rebook a one-way return ticket home?",@134888 May I have your confirmation number so I see what type of ticket you purchased? Please DM for privacy. *ALS,,,,,,,,,,,,,,,,,2025-09-26T20:39:23.262Z,job_20250926_194021,2
68d6fa13c2ff72e0a91e8534,371,68ce563252b33355379dfbb7,Technical Support regarding Technical,Technical Support,Technical,Positive,,86503,86501,86502,86504,,,,,,,,,,,,,,,,,134898,Delta,134898,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Thu Nov 30 14:11:53 +0000 2017,Thu Nov 30 14:12:34 +0000 2017,Thu Nov 30 15:12:40 +0000 2017,Thu Nov 30 15:15:05 +0000 2017,,,,,,,,,,,,,,,,,Headed to @134899 on @Delta on our way to Miami! The flight attendant on DL4680 is the NICEST EVER. WOW. A great way to start our vacation!,"@134898 @134899 Hello, Nathan. Great to hear this feedback! We thank you for flying with us and we hope you enjoy your vacation!  *ARD","@Delta @134899 It'd be better if we could fly, but apparently your maintenance systems are down so we are just sitting on the tarmac. 😐",@134898 Very sorry for the delay. Our team will be getting you going shortly. We appreciate your patience.  *ARD,,,,,,,,,,,,,,,,,2025-09-26T20:39:47.010Z,job_20250926_194021,2
68d6fa2bc2ff72e0a91e8535,376,68ce563252b33355379dfbbc,Technical Support regarding Travel/Flight,Technical Support,Travel/Flight,Neutral,,86518,86516,86517,86519,,,,,,,,,,,,,,,,,134904,Delta,134904,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Thu Nov 30 14:07:13 +0000 2017,Thu Nov 30 14:08:37 +0000 2017,Thu Nov 30 15:33:16 +0000 2017,Thu Nov 30 15:42:20 +0000 2017,,,,,,,,,,,,,,,,,"@Delta I️ left my iPhone in the back pocket of row 17 flight DL1835 from Augusta to ATL this morning. The plane left to Jackson, MS before I️ realized I️ left it.","@134904 Hello, Seth. Pls fill out our lost item form here:  https://t.co/PFXvMptCcO. The finally destination was ATL, correct?  *ARD",@Delta Our final destination is SLC. We had a layover in ATL.,@134904 Understood. You arrived in ATL this morning so you can try contacting our our lost and found at 1-404-530-2100.  *ARD,,,,,,,,,,,,,,,,,2025-09-26T20:40:11.403Z,job_20250926_194021,2
68d6fa3ec2ff72e0a91e8536,381,68ce563252b33355379dfbc1,Complaint regarding Travel,Complaint,Travel,Negative,,89794,89793,,,,,,,,,,,,,,,,,,,135437,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 14:56:21 +0000 2017,Thu Nov 30 14:57:57 +0000 2017,,,,,,,,,,,,,,,,,,,Pretty pissed that @Delta won't let me use the voucher they gave me for a flight for my wife.,"@135437 Vouchers, like tickets, are non-transferable. Some vouchers may be shared with another person traveling with you, but no voucher may be explicitly given away. Would you mind sharing the voucher number so I can look into the conditions of yours? *ASK https://t.co/6iDGBJAc2m",,,,,,,,,,,,,,,,,,,2025-09-26T20:40:30.854Z,job_20250926_194021,2
68d6fa54c2ff72e0a91e8537,391,68ce563252b33355379dfbcb,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,89830,89829,,,,,,,,,,,,,,,,,,,135449,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 14:27:14 +0000 2017,Thu Nov 30 14:29:19 +0000 2017,,,,,,,,,,,,,,,,,,,"No more #overbooking #flights!! @Delta you’re  telling my husband that it’s “fingers crossed” to see if he’ll get on his flight this AM. Some silver status treatment, not that it should matter. I have a finger for you and it is not crossed.😡 @135450 #MakeOverbookingIllegalFAA","@135449 Hi, Melissa. I would like to see what the situation may be here. Please follow and direct message your husband's confirmation number and I will take a look.  *AJL",,,,,,,,,,,,,,,,,,,2025-09-26T20:40:52.250Z,job_20250926_194021,2
68d6fa87c2ff72e0a91e8538,392,68ce563252b33355379dfbcc,Technical Support regarding General,Technical Support,General,Neutral,,91729,91728,91727,91725,91723,91724,91726,,,,,,,,,,,,,,135894,135894,Delta,135894,Delta,135894,Delta,,,,,,,,,,,,,,Customer,Customer,Service Provider,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,true,true,false,true,false,true,false,,,,,,,,,,,,,,Thu Nov 30 14:46:44 +0000 2017,Thu Nov 30 15:04:53 +0000 2017,Thu Nov 30 15:16:29 +0000 2017,Thu Nov 30 15:19:29 +0000 2017,Thu Nov 30 15:27:32 +0000 2017,Thu Nov 30 15:30:37 +0000 2017,Thu Nov 30 15:43:01 +0000 2017,,,,,,,,,,,,,,Anyone with @Delta Sky Club card or pull or kindness to get our dear Amal into Sky Club in Ottawa airport after the horrors she's just been through w/Security? https://t.co/qqAnXX9LWG,"@Delta Hey, @Delta @824 entirely not your fault, but maybe some extra compassion for a Canadian poet whose trip was ruined by Immigration &amp; saved in part by your sales folk?",@135894 Our apologies for your experience. It is never our goal to let you down. Feel free to speak with one of our  Airport Supervisors to see if they can get Amal access to the Delta Sky Club.  *AJZ,"@Delta You all were heroic, got her on a flight when Security made her miss hers. No Sky Club in Ottawa...but maybe you can give @5352 (Amal) some food/drink coupons? She'll be there for a long time.","@135894 @5352 Unfortunately, we don't have access to food/drink coupons via twitter. She can request them from a Delta representative at the counter. *ALS","@Delta @5352 OK, thanks! That should help. Is there a way to get this authorized so she doesn't have to tell her whole story again? Since it was not a Delta plane at fault, it would just be an act of generosity.","@135894 I'm sorry, we don't have a way to communicate with the counter, nor can we authorize vouchers.  *ALS",,,,,,,,,,,,,,2025-09-26T20:41:43.563Z,job_20250926_194021,2
68d6fa9ac2ff72e0a91e8539,394,68ce563252b33355379dfbce,Product Inquiry regarding Booking/Reservation,Product Inquiry,Booking/Reservation,Neutral,,91746,91745,,,,,,,,,,,,,,,,,,,135898,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 14:57:05 +0000 2017,Thu Nov 30 15:23:28 +0000 2017,,,,,,,,,,,,,,,,,,,"@Delta Having problems booking two tickets for in the morning. When one pax selected, says two tickets available for BE. When two pax selected, says not available? https://t.co/9gJWXGXodg",@135898 You  may wish to book them seperately to get the lower fare for one passenger. You may also speak with our online team at 888 750 3284 for online navigation assistance. *HDV,,,,,,,,,,,,,,,,,,,2025-09-26T20:42:02.112Z,job_20250926_194021,2
68d6fab1c2ff72e0a91e853a,396,68ce563252b33355379dfbd0,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,91758,91757,,,,,,,,,,,,,,,,,,,135900,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 15:08:55 +0000 2017,Thu Nov 30 15:18:58 +0000 2017,,,,,,,,,,,,,,,,,,,"@Delta between a dent in a #plane, a missing part, #flight attendant issues, now an #engine that won’t start. Past 2 weeks = 15hrs in delays. I’m getting so sick of flying with you. Only so many “sorry for trouble” someone can take before switching #airlines.","@135900 Hi Royce, we do apologize for the delays. It is never our goal to let you down. *AMS",,,,,,,,,,,,,,,,,,,2025-09-26T20:42:25.320Z,job_20250926_194021,2
68d6fac3c2ff72e0a91e853b,400,68ce563252b33355379dfbd4,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,91770,91769,,,,,,,,,,,,,,,,,,,135904,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 15:04:37 +0000 2017,Thu Nov 30 15:07:27 +0000 2017,,,,,,,,,,,,,,,,,,,Delayed For 5 1/2 hrs Thanks To @delta! Never Flying #delta AGAIN!! #nightmareondelta #Birthdayweekend,"@135904 Hello. I am truly sorry to hear of your flight delay. If there is any way we can assist you, please let us know.  *AJL",,,,,,,,,,,,,,,,,,,2025-09-26T20:42:43.336Z,job_20250926_194021,2
68d6fb54df49affd617f0476,402,68ce563252b33355379dfbd6,Other regarding General,Other,General,Positive,,91781,91780,,,,,,,,,,,,,,,,,,,135906,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 15:01:13 +0000 2017,Thu Nov 30 15:02:15 +0000 2017,,,,,,,,,,,,,,,,,,,@delta thanks for taking the time to finally talk to me about your customer service challenges last night. Hopefully the actions and plan we came up with will make future interactions smoother for myself and others.,@135906 You're welcome Kent. Thank you for tweeting. *ALS,,,,,,,,,,,,,,,,,,,2025-09-26T20:45:08.113Z,job_20250926_204453,2
68d6fb64df49affd617f0477,415,68ce563252b33355379dfbe3,Feedback regarding General,Feedback,General,Positive,,95931,95930,,,,,,,,,,,,,,,,,,,134424,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 16:15:15 +0000 2017,Thu Nov 30 16:18:55 +0000 2017,,,,,,,,,,,,,,,,,,,@Delta what a great flight to Raleigh this morning.  Between the Delta Sky Club at Newark and the smooth flight I cannot be more pleased.  I will for sure fly your airline again for this route.,@134424 We are very glad you enjoyed your experience with us and we look forward to serving you via all of your future traveling needs!  *ARD,,,,,,,,,,,,,,,,,,,2025-09-26T20:45:24.266Z,job_20250926_204453,2
68d6fb86df49affd617f0478,405,68ce563252b33355379dfbd9,Product Inquiry regarding Travel/Flight,Product Inquiry,Travel/Flight,Neutral,,94126,94124,94125,94127,94129,,,,,,,,,,,,,,,,136422,Delta,136422,Delta,136422,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,Customer,,,,,,,,,,,,,,,,true,false,true,false,true,,,,,,,,,,,,,,,,Thu Nov 30 15:46:10 +0000 2017,Thu Nov 30 15:56:53 +0000 2017,Thu Nov 30 16:12:06 +0000 2017,Thu Nov 30 19:55:55 +0000 2017,Thu Nov 30 19:57:15 +0000 2017,,,,,,,,,,,,,,,,@Delta can u tell me why someone would need to use a kiosk to check in for a flight instead of using the online portal?,"@136422 Hi Josh, our kiosks are just another means of checking in for the customer. They serve the same function. *AMS","@Delta Yes, I use your app services often, my question is a family member that doesn’t travel often tried to CI online, but has to use a kiosk?","@136422 Hi there. I follow you. I believe there are a handful of reasons, and the predominant motive for a check-in at a Delta kiosk or ticketing counter is for verifying a passport for international check-in and travel. Domestic travel can require physical check in at times, too. *ADB",@Delta Thank you for the feedback.   Makes sense.,,,,,,,,,,,,,,,,2025-09-26T20:45:58.973Z,job_20250926_204453,2
68d6fb91df49affd617f0479,408,68ce563252b33355379dfbdc,Feedback regarding General,Feedback,General,Positive,,94148,94147,,,,,,,,,,,,,,,,,,,136427,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 15:34:41 +0000 2017,Thu Nov 30 15:37:47 +0000 2017,,,,,,,,,,,,,,,,,,,keep up the good work @delta!! 💕💕,@136427 Thank you for flying with us! *AMS,,,,,,,,,,,,,,,,,,,2025-09-26T20:46:09.438Z,job_20250926_204453,2
68d6fb9cdf49affd617f047a,406,68ce563252b33355379dfbda,Feedback regarding General,Feedback,General,Positive,,94135,94134,,,,,,,,,,,,,,,,,,,136423,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 15:44:07 +0000 2017,Thu Nov 30 15:48:43 +0000 2017,,,,,,,,,,,,,,,,,,,@Delta I love you.,@136423 Hello. This is reciprocated!  *ARD,,,,,,,,,,,,,,,,,,,2025-09-26T20:46:20.742Z,job_20250926_204453,2
68d6fbb2df49affd617f047b,420,68ce563252b33355379dfbe8,Technical Support regarding General,Technical Support,General,Neutral,,95946,95944,95945,95947,95948,,,,,,,,,,,,,,,,136893,Delta,136893,136893,Delta,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Customer,Service Provider,,,,,,,,,,,,,,,,true,false,true,true,false,,,,,,,,,,,,,,,,Thu Nov 30 15:45:07 +0000 2017,Thu Nov 30 16:07:10 +0000 2017,Thu Nov 30 16:24:35 +0000 2017,Thu Nov 30 16:29:02 +0000 2017,Thu Nov 30 16:48:35 +0000 2017,,,,,,,,,,,,,,,,Are you having another outage @delta???,@136893 Hi Eric. No outages reported recently. Anything I can do to help with any upcoming travel? *HKM,"@Delta My application has been wonky this morning. Kicking me out, not loading, deleting my travel today...",@Delta That was over an hour ago... Seems to be solid now...,"@136893 We're thinking the IT team may have completed an update. Whatever the case, we appreciate you hanging in there with us until we got things repaired. *HKM",,,,,,,,,,,,,,,,2025-09-26T20:46:42.641Z,job_20250926_204453,2
68d6fbc2df49affd617f047c,423,68ce563252b33355379dfbeb,Technical Support regarding Technical,Technical Support,Technical,Negative,,95955,95954,,,,,,,,,,,,,,,,,,,136896,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 15:42:42 +0000 2017,Thu Nov 30 16:00:19 +0000 2017,,,,,,,,,,,,,,,,,,,@Delta what have you done to your app!!!! Never loads and can’t check in - keep showing errors. Terrible update! Was it even tested??,"@136896 Hello, Phil. Sorry for the trouble. We are looking into all issues. We appreciate the feedback, and things should be back working as normal shortly.  *ARD",,,,,,,,,,,,,,,,,,,2025-09-26T20:46:58.984Z,job_20250926_204453,2
68d6fbccdf49affd617f047d,424,68ce563252b33355379dfbec,Other regarding General,Other,General,Neutral,,95957,95956,,,,,,,,,,,,,,,,,,,136897,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Thu Nov 30 15:55:04 +0000 2017,Thu Nov 30 15:59:12 +0000 2017,,,,,,,,,,,,,,,,,,,hi @Delta,@136897 Hello how can I assist? *AMS,,,,,,,,,,,,,,,,,,,2025-09-26T20:47:08.790Z,job_20250926_204453,2
